"Method","Trait","pval","estimate","se","lower","upper","length"
"GRAPPLE",2,0.01,1.491,0.19,1.118,1.863,0.745
"GRAPPLE",2,1e-04,1.404,0.207,0.998,1.811,0.813
"GRAPPLE",2,1e-06,1.385,0.203,0.988,1.782,0.794
"GRAPPLE",2,1e-08,1.285,0.232,0.831,1.739,0.908
"MVMR-Egger",2,0.01,1.377,0.113,1.157,1.598,0.441
"MVMR-Egger",2,1e-04,1.305,0.134,1.043,1.567,0.524
"MVMR-Egger",2,1e-06,1.265,0.152,0.968,1.563,0.595
"MVMR-Egger",2,1e-08,1.237,0.178,0.887,1.587,0.7
"MVMR-Robust",2,0.01,1.439,0.07,1.302,1.576,0.274
"MVMR-Robust",2,1e-04,1.419,0.074,1.275,1.564,0.289
"MVMR-Robust",2,1e-06,1.413,0.075,1.266,1.561,0.295
"MVMR-Robust",2,1e-08,1.389,0.079,1.233,1.544,0.311
"MVMR-cML",2,0.01,2.344,0.216,1.921,2.768,0.847
"MVMR-cML",2,1e-04,2.213,0.232,1.759,2.666,0.907
"MVMR-cML",2,1e-06,2.131,0.219,1.703,2.559,0.856
"MVMR-cML",2,1e-08,2.086,0.228,1.639,2.534,0.895
"FLOW-MR",2,0.01,1.352,0.162,1.022,1.661,0.639
"FLOW-MR",2,1e-04,1.26,0.183,0.887,1.603,0.716
"FLOW-MR",2,1e-06,1.239,0.178,0.878,1.58,0.702
"FLOW-MR",2,1e-08,1.18,0.187,0.789,1.527,0.738
"MVMR-Horse",2,0.01,1.448,0.076,1.298,1.596,0.298
"MVMR-Horse",2,1e-04,1.426,0.084,1.258,1.593,0.335
"MVMR-Horse",2,1e-06,1.411,0.086,1.243,1.584,0.341
"MVMR-Horse",2,1e-08,1.391,0.092,1.208,1.57,0.362
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.193,0.096,1.005,1.38,0.375
"MVMR-IVW",2,1e-04,1.157,0.111,0.94,1.374,0.434
"MVMR-IVW",2,1e-06,1.148,0.121,0.911,1.384,0.473
"MVMR-IVW",2,1e-08,1.106,0.132,0.847,1.365,0.518
"GRAPPLE",2,0.01,1.193,0.26,0.682,1.703,1.021
"GRAPPLE",2,1e-04,1.051,0.255,0.551,1.55,0.999
"GRAPPLE",2,1e-06,1.067,0.286,0.507,1.628,1.121
"GRAPPLE",2,1e-08,0.966,0.28,0.417,1.515,1.098
"MVMR-Egger",2,0.01,1.061,0.128,0.81,1.312,0.502
"MVMR-Egger",2,1e-04,0.98,0.153,0.681,1.279,0.598
"MVMR-Egger",2,1e-06,0.905,0.176,0.561,1.249,0.688
"MVMR-Egger",2,1e-08,0.781,0.201,0.388,1.175,0.787
"MVMR-Robust",2,0.01,1.245,0.081,1.085,1.404,0.319
"MVMR-Robust",2,1e-04,1.209,0.089,1.034,1.384,0.35
"MVMR-Robust",2,1e-06,1.206,0.093,1.023,1.388,0.365
"MVMR-Robust",2,1e-08,1.166,0.097,0.975,1.357,0.382
"MVMR-cML",2,0.01,1.019,0.144,0.737,1.3,0.563
"MVMR-cML",2,1e-04,0.345,0.241,-0.129,0.818,0.947
"MVMR-cML",2,1e-06,0.397,0.242,-0.077,0.872,0.949
"MVMR-cML",2,1e-08,0.287,0.274,-0.249,0.823,1.072
"FLOW-MR",2,0.01,1.142,0.196,0.751,1.51,0.759
"FLOW-MR",2,1e-04,1.008,0.22,0.544,1.422,0.878
"FLOW-MR",2,1e-06,0.946,0.243,0.449,1.397,0.948
"FLOW-MR",2,1e-08,0.858,0.249,0.348,1.33,0.982
"MVMR-Horse",2,0.01,1.263,0.088,1.09,1.435,0.345
"MVMR-Horse",2,1e-04,1.22,0.096,1.025,1.413,0.388
"MVMR-Horse",2,1e-06,1.208,0.102,1.003,1.403,0.4
"MVMR-Horse",2,1e-08,1.151,0.112,0.931,1.376,0.445
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.137,0.09,0.961,1.313,0.352
"MVMR-IVW",2,1e-04,1.16,0.103,0.957,1.363,0.406
"MVMR-IVW",2,1e-06,1.199,0.116,0.971,1.428,0.457
"MVMR-IVW",2,1e-08,1.173,0.126,0.927,1.42,0.493
"GRAPPLE",2,0.01,0.463,0.324,-0.171,1.098,1.269
"GRAPPLE",2,1e-04,0.523,0.369,-0.2,1.246,1.446
"GRAPPLE",2,1e-06,0.812,0.415,0,1.625,1.625
"GRAPPLE",2,1e-08,0.898,0.357,0.199,1.597,1.398
"MVMR-Egger",2,0.01,1.178,0.126,0.932,1.425,0.493
"MVMR-Egger",2,1e-04,1.15,0.143,0.869,1.431,0.562
"MVMR-Egger",2,1e-06,1.192,0.171,0.857,1.526,0.669
"MVMR-Egger",2,1e-08,1.184,0.201,0.789,1.578,0.789
"MVMR-Robust",2,0.01,1.117,0.075,0.97,1.264,0.294
"MVMR-Robust",2,1e-04,1.135,0.086,0.967,1.303,0.336
"MVMR-Robust",2,1e-06,1.183,0.096,0.996,1.371,0.375
"MVMR-Robust",2,1e-08,1.169,0.093,0.987,1.351,0.364
"MVMR-cML",2,0.01,-0.096,0.281,-0.648,0.455,1.103
"MVMR-cML",2,1e-04,-0.069,0.324,-0.704,0.565,1.269
"MVMR-cML",2,1e-06,-0.004,0.354,-0.699,0.691,1.39
"MVMR-cML",2,1e-08,0.098,0.315,-0.52,0.716,1.236
"FLOW-MR",2,0.01,0.762,0.228,0.292,1.193,0.901
"FLOW-MR",2,1e-04,0.809,0.246,0.308,1.275,0.967
"FLOW-MR",2,1e-06,0.898,0.262,0.37,1.411,1.041
"FLOW-MR",2,1e-08,0.865,0.269,0.324,1.37,1.046
"MVMR-Horse",2,0.01,1.086,0.086,0.918,1.254,0.336
"MVMR-Horse",2,1e-04,1.107,0.099,0.914,1.303,0.389
"MVMR-Horse",2,1e-06,1.161,0.108,0.952,1.38,0.428
"MVMR-Horse",2,1e-08,1.137,0.114,0.912,1.358,0.446
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.226,0.1,1.029,1.423,0.394
"MVMR-IVW",2,1e-04,1.26,0.115,1.036,1.485,0.449
"MVMR-IVW",2,1e-06,1.257,0.126,1.01,1.505,0.495
"MVMR-IVW",2,1e-08,1.266,0.141,0.989,1.543,0.554
"GRAPPLE",2,0.01,1.017,0.347,0.337,1.697,1.36
"GRAPPLE",2,1e-04,1.131,0.399,0.348,1.914,1.566
"GRAPPLE",2,1e-06,1.128,0.429,0.287,1.969,1.682
"GRAPPLE",2,1e-08,1.184,0.442,0.318,2.049,1.731
"MVMR-Egger",2,0.01,1.18,0.14,0.905,1.455,0.55
"MVMR-Egger",2,1e-04,1.101,0.161,0.786,1.415,0.629
"MVMR-Egger",2,1e-06,1.109,0.189,0.737,1.48,0.743
"MVMR-Egger",2,1e-08,1.11,0.219,0.681,1.538,0.857
"MVMR-Robust",2,0.01,1.153,0.089,0.978,1.328,0.35
"MVMR-Robust",2,1e-04,1.187,0.093,1.004,1.37,0.366
"MVMR-Robust",2,1e-06,1.191,0.102,0.992,1.39,0.398
"MVMR-Robust",2,1e-08,1.206,0.109,0.992,1.42,0.428
"MVMR-cML",2,0.01,-0.069,0.273,-0.605,0.466,1.071
"MVMR-cML",2,1e-04,-0.031,0.311,-0.642,0.579,1.221
"MVMR-cML",2,1e-06,0.04,0.297,-0.542,0.623,1.165
"MVMR-cML",2,1e-08,0.062,0.322,-0.569,0.694,1.263
"FLOW-MR",2,0.01,0.839,0.239,0.353,1.294,0.941
"FLOW-MR",2,1e-04,0.952,0.249,0.444,1.426,0.982
"FLOW-MR",2,1e-06,0.943,0.263,0.412,1.458,1.046
"FLOW-MR",2,1e-08,0.948,0.278,0.378,1.48,1.102
"MVMR-Horse",2,0.01,1.092,0.097,0.905,1.285,0.38
"MVMR-Horse",2,1e-04,1.134,0.104,0.931,1.339,0.408
"MVMR-Horse",2,1e-06,1.134,0.112,0.905,1.348,0.443
"MVMR-Horse",2,1e-08,1.163,0.119,0.939,1.403,0.464
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.461,0.094,1.277,1.645,0.368
"MVMR-IVW",2,1e-04,1.453,0.107,1.244,1.663,0.419
"MVMR-IVW",2,1e-06,1.471,0.116,1.243,1.699,0.456
"MVMR-IVW",2,1e-08,1.426,0.133,1.166,1.687,0.521
"GRAPPLE",2,0.01,2.474,0.51,1.473,3.474,2.001
"GRAPPLE",2,1e-04,2.061,0.509,1.064,3.058,1.994
"GRAPPLE",2,1e-06,1.95,0.469,1.031,2.87,1.839
"GRAPPLE",2,1e-08,1.631,0.575,0.505,2.757,2.252
"MVMR-Egger",2,0.01,1.504,0.13,1.25,1.758,0.508
"MVMR-Egger",2,1e-04,1.435,0.152,1.138,1.733,0.595
"MVMR-Egger",2,1e-06,1.34,0.169,1.009,1.671,0.662
"MVMR-Egger",2,1e-08,1.247,0.198,0.859,1.636,0.777
"MVMR-Robust",2,0.01,1.452,0.097,1.263,1.642,0.379
"MVMR-Robust",2,1e-04,1.435,0.11,1.22,1.651,0.431
"MVMR-Robust",2,1e-06,1.448,0.121,1.211,1.685,0.474
"MVMR-Robust",2,1e-08,1.39,0.141,1.113,1.667,0.554
"MVMR-cML",2,0.01,2.758,0.302,2.167,3.35,1.183
"MVMR-cML",2,1e-04,2.259,0.278,1.714,2.805,1.091
"MVMR-cML",2,1e-06,1.897,0.296,1.317,2.477,1.16
"MVMR-cML",2,1e-08,0.461,0.294,-0.114,1.037,1.151
"FLOW-MR",2,0.01,1.45,0.249,0.96,1.935,0.975
"FLOW-MR",2,1e-04,1.359,0.269,0.834,1.908,1.074
"FLOW-MR",2,1e-06,1.363,0.262,0.834,1.871,1.037
"FLOW-MR",2,1e-08,1.235,0.283,0.663,1.78,1.117
"MVMR-Horse",2,0.01,1.496,0.103,1.295,1.701,0.406
"MVMR-Horse",2,1e-04,1.464,0.11,1.254,1.675,0.421
"MVMR-Horse",2,1e-06,1.456,0.116,1.231,1.693,0.462
"MVMR-Horse",2,1e-08,1.355,0.141,1.09,1.646,0.556
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.182,0.093,1,1.365,0.365
"MVMR-IVW",2,1e-04,1.14,0.107,0.931,1.349,0.418
"MVMR-IVW",2,1e-06,1.167,0.118,0.936,1.397,0.461
"MVMR-IVW",2,1e-08,1.219,0.13,0.964,1.474,0.51
"GRAPPLE",2,0.01,0.992,0.261,0.48,1.505,1.025
"GRAPPLE",2,1e-04,0.891,0.245,0.411,1.371,0.96
"GRAPPLE",2,1e-06,0.992,0.258,0.487,1.497,1.01
"GRAPPLE",2,1e-08,1.089,0.273,0.554,1.625,1.071
"MVMR-Egger",2,0.01,1.118,0.127,0.869,1.368,0.499
"MVMR-Egger",2,1e-04,1.047,0.15,0.753,1.342,0.589
"MVMR-Egger",2,1e-06,1.007,0.17,0.674,1.34,0.666
"MVMR-Egger",2,1e-08,0.949,0.193,0.571,1.328,0.757
"MVMR-Robust",2,0.01,1.173,0.077,1.023,1.324,0.301
"MVMR-Robust",2,1e-04,1.129,0.084,0.964,1.294,0.33
"MVMR-Robust",2,1e-06,1.166,0.091,0.987,1.345,0.358
"MVMR-Robust",2,1e-08,1.215,0.098,1.023,1.407,0.384
"MVMR-cML",2,0.01,0.007,0.289,-0.559,0.573,1.132
"MVMR-cML",2,1e-04,-0.16,0.325,-0.797,0.478,1.275
"MVMR-cML",2,1e-06,-0.18,0.376,-0.916,0.557,1.473
"MVMR-cML",2,1e-08,0.343,0.272,-0.19,0.875,1.065
"FLOW-MR",2,0.01,0.9,0.208,0.462,1.276,0.814
"FLOW-MR",2,1e-04,0.835,0.218,0.386,1.246,0.86
"FLOW-MR",2,1e-06,0.893,0.221,0.455,1.331,0.876
"FLOW-MR",2,1e-08,0.957,0.239,0.47,1.409,0.939
"MVMR-Horse",2,0.01,1.154,0.085,0.978,1.317,0.339
"MVMR-Horse",2,1e-04,1.09,0.097,0.896,1.283,0.387
"MVMR-Horse",2,1e-06,1.117,0.107,0.909,1.326,0.417
"MVMR-Horse",2,1e-08,1.168,0.115,0.943,1.396,0.453
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.254,0.097,1.064,1.444,0.38
"MVMR-IVW",2,1e-04,1.26,0.112,1.039,1.48,0.441
"MVMR-IVW",2,1e-06,1.265,0.126,1.018,1.513,0.495
"MVMR-IVW",2,1e-08,1.264,0.14,0.99,1.539,0.549
"GRAPPLE",2,0.01,1.161,0.368,0.441,1.882,1.441
"GRAPPLE",2,1e-04,1.12,0.383,0.37,1.87,1.5
"GRAPPLE",2,1e-06,1.013,0.439,0.153,1.873,1.72
"GRAPPLE",2,1e-08,1.037,0.448,0.159,1.916,1.757
"MVMR-Egger",2,0.01,1.184,0.135,0.919,1.45,0.531
"MVMR-Egger",2,1e-04,1.244,0.166,0.919,1.569,0.65
"MVMR-Egger",2,1e-06,1.17,0.19,0.799,1.542,0.743
"MVMR-Egger",2,1e-08,1.194,0.224,0.755,1.632,0.877
"MVMR-Robust",2,0.01,1.236,0.108,1.025,1.447,0.422
"MVMR-Robust",2,1e-04,1.235,0.125,0.99,1.48,0.49
"MVMR-Robust",2,1e-06,1.236,0.134,0.975,1.498,0.523
"MVMR-Robust",2,1e-08,1.237,0.147,0.949,1.525,0.576
"MVMR-cML",2,0.01,-0.15,0.277,-0.693,0.394,1.087
"MVMR-cML",2,1e-04,-0.138,0.289,-0.705,0.43,1.135
"MVMR-cML",2,1e-06,-0.127,0.327,-0.767,0.514,1.281
"MVMR-cML",2,1e-08,-0.153,0.325,-0.791,0.485,1.276
"FLOW-MR",2,0.01,1.039,0.24,0.558,1.491,0.933
"FLOW-MR",2,1e-04,1.056,0.24,0.579,1.52,0.941
"FLOW-MR",2,1e-06,1.045,0.252,0.539,1.533,0.994
"FLOW-MR",2,1e-08,1.029,0.281,0.481,1.578,1.097
"MVMR-Horse",2,0.01,1.162,0.103,0.961,1.36,0.399
"MVMR-Horse",2,1e-04,1.165,0.113,0.941,1.379,0.438
"MVMR-Horse",2,1e-06,1.171,0.121,0.934,1.411,0.477
"MVMR-Horse",2,1e-08,1.135,0.139,0.863,1.409,0.546
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.129,0.091,0.951,1.307,0.356
"MVMR-IVW",2,1e-04,1.151,0.101,0.953,1.349,0.396
"MVMR-IVW",2,1e-06,1.164,0.11,0.947,1.38,0.433
"MVMR-IVW",2,1e-08,1.19,0.121,0.953,1.428,0.475
"GRAPPLE",2,0.01,0.752,0.249,0.264,1.24,0.976
"GRAPPLE",2,1e-04,0.957,0.229,0.509,1.405,0.896
"GRAPPLE",2,1e-06,1.021,0.234,0.562,1.481,0.919
"GRAPPLE",2,1e-08,1.132,0.226,0.688,1.576,0.888
"MVMR-Egger",2,0.01,1.086,0.119,0.852,1.32,0.468
"MVMR-Egger",2,1e-04,1.039,0.14,0.765,1.314,0.549
"MVMR-Egger",2,1e-06,1.074,0.158,0.764,1.383,0.619
"MVMR-Egger",2,1e-08,1.054,0.181,0.7,1.408,0.708
"MVMR-Robust",2,0.01,1.137,0.076,0.988,1.286,0.298
"MVMR-Robust",2,1e-04,1.154,0.077,1.003,1.305,0.302
"MVMR-Robust",2,1e-06,1.17,0.084,1.006,1.334,0.328
"MVMR-Robust",2,1e-08,1.201,0.088,1.029,1.373,0.344
"MVMR-cML",2,0.01,-0.258,0.335,-0.915,0.399,1.314
"MVMR-cML",2,1e-04,-0.142,0.353,-0.833,0.549,1.382
"MVMR-cML",2,1e-06,0.142,0.297,-0.441,0.724,1.165
"MVMR-cML",2,1e-08,0.606,0.199,0.215,0.996,0.781
"FLOW-MR",2,0.01,0.809,0.207,0.375,1.196,0.821
"FLOW-MR",2,1e-04,0.866,0.208,0.436,1.253,0.817
"FLOW-MR",2,1e-06,0.901,0.207,0.477,1.298,0.821
"FLOW-MR",2,1e-08,0.955,0.213,0.526,1.36,0.834
"MVMR-Horse",2,0.01,1.08,0.083,0.919,1.249,0.33
"MVMR-Horse",2,1e-04,1.105,0.089,0.928,1.278,0.35
"MVMR-Horse",2,1e-06,1.116,0.096,0.929,1.302,0.373
"MVMR-Horse",2,1e-08,1.155,0.103,0.953,1.353,0.4
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.278,0.087,1.106,1.449,0.343
"MVMR-IVW",2,1e-04,1.328,0.097,1.138,1.518,0.38
"MVMR-IVW",2,1e-06,1.329,0.103,1.127,1.53,0.403
"MVMR-IVW",2,1e-08,1.287,0.11,1.072,1.503,0.431
"GRAPPLE",2,0.01,1.074,0.461,0.171,1.976,1.805
"GRAPPLE",2,1e-04,1.275,0.362,0.565,1.985,1.42
"GRAPPLE",2,1e-06,1.213,0.35,0.527,1.898,1.371
"GRAPPLE",2,1e-08,1.125,0.312,0.513,1.737,1.224
"MVMR-Egger",2,0.01,1.244,0.116,1.017,1.471,0.454
"MVMR-Egger",2,1e-04,1.263,0.132,1.004,1.522,0.518
"MVMR-Egger",2,1e-06,1.237,0.148,0.946,1.528,0.582
"MVMR-Egger",2,1e-08,1.149,0.165,0.824,1.473,0.649
"MVMR-Robust",2,0.01,1.255,0.073,1.111,1.398,0.287
"MVMR-Robust",2,1e-04,1.298,0.078,1.146,1.45,0.304
"MVMR-Robust",2,1e-06,1.282,0.08,1.125,1.438,0.313
"MVMR-Robust",2,1e-08,1.232,0.083,1.07,1.393,0.323
"MVMR-cML",2,0.01,0.337,0.266,-0.185,0.858,1.043
"MVMR-cML",2,1e-04,1.57,0.239,1.102,2.037,0.935
"MVMR-cML",2,1e-06,0.731,0.233,0.273,1.188,0.915
"MVMR-cML",2,1e-08,0.369,0.311,-0.24,0.979,1.219
"FLOW-MR",2,0.01,1.073,0.207,0.635,1.458,0.823
"FLOW-MR",2,1e-04,1.167,0.209,0.753,1.576,0.823
"FLOW-MR",2,1e-06,1.176,0.212,0.75,1.583,0.833
"FLOW-MR",2,1e-08,1.108,0.214,0.689,1.529,0.84
"MVMR-Horse",2,0.01,1.251,0.09,1.072,1.425,0.353
"MVMR-Horse",2,1e-04,1.309,0.095,1.121,1.499,0.378
"MVMR-Horse",2,1e-06,1.284,0.098,1.095,1.473,0.378
"MVMR-Horse",2,1e-08,1.208,0.101,1.003,1.406,0.403
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.202,0.097,1.011,1.393,0.382
"MVMR-IVW",2,1e-04,1.238,0.115,1.013,1.463,0.45
"MVMR-IVW",2,1e-06,1.225,0.129,0.972,1.479,0.507
"MVMR-IVW",2,1e-08,1.201,0.145,0.918,1.485,0.567
"GRAPPLE",2,0.01,-0.622,1.314,-3.198,1.954,5.152
"GRAPPLE",2,1e-04,0.561,0.68,-0.773,1.894,2.667
"GRAPPLE",2,1e-06,0.497,0.71,-0.894,1.888,2.782
"GRAPPLE",2,1e-08,0.38,0.728,-1.046,1.806,2.852
"MVMR-Egger",2,0.01,1.226,0.132,0.968,1.484,0.516
"MVMR-Egger",2,1e-04,1.15,0.161,0.834,1.466,0.632
"MVMR-Egger",2,1e-06,1.096,0.188,0.728,1.463,0.735
"MVMR-Egger",2,1e-08,1.002,0.214,0.584,1.421,0.837
"MVMR-Robust",2,0.01,1.195,0.098,1.002,1.388,0.386
"MVMR-Robust",2,1e-04,1.228,0.114,1.005,1.451,0.446
"MVMR-Robust",2,1e-06,1.202,0.127,0.953,1.45,0.497
"MVMR-Robust",2,1e-08,1.171,0.139,0.899,1.442,0.543
"MVMR-cML",2,0.01,-0.018,0.28,-0.568,0.532,1.1
"MVMR-cML",2,1e-04,0.046,0.303,-0.547,0.639,1.186
"MVMR-cML",2,1e-06,-0.066,0.341,-0.734,0.602,1.336
"MVMR-cML",2,1e-08,-0.217,0.399,-1,0.566,1.566
"FLOW-MR",2,0.01,0.705,0.261,0.188,1.212,1.024
"FLOW-MR",2,1e-04,0.827,0.278,0.258,1.372,1.114
"FLOW-MR",2,1e-06,0.854,0.288,0.269,1.407,1.138
"FLOW-MR",2,1e-08,0.816,0.292,0.244,1.391,1.147
"MVMR-Horse",2,0.01,1.124,0.098,0.933,1.321,0.388
"MVMR-Horse",2,1e-04,1.206,0.118,0.976,1.44,0.464
"MVMR-Horse",2,1e-06,1.156,0.128,0.909,1.406,0.497
"MVMR-Horse",2,1e-08,1.132,0.139,0.872,1.403,0.531
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.203,0.089,1.028,1.378,0.35
"MVMR-IVW",2,1e-04,1.202,0.098,1.01,1.394,0.384
"MVMR-IVW",2,1e-06,1.195,0.107,0.985,1.406,0.421
"MVMR-IVW",2,1e-08,1.191,0.115,0.965,1.417,0.452
"GRAPPLE",2,0.01,0.155,0.475,-0.776,1.086,1.862
"GRAPPLE",2,1e-04,0.756,0.263,0.24,1.272,1.032
"GRAPPLE",2,1e-06,0.789,0.274,0.252,1.325,1.073
"GRAPPLE",2,1e-08,0.884,0.249,0.396,1.373,0.977
"MVMR-Egger",2,0.01,1.16,0.122,0.921,1.399,0.478
"MVMR-Egger",2,1e-04,1.035,0.139,0.763,1.307,0.544
"MVMR-Egger",2,1e-06,1.112,0.154,0.81,1.415,0.605
"MVMR-Egger",2,1e-08,1.095,0.173,0.757,1.434,0.677
"MVMR-Robust",2,0.01,1.235,0.098,1.043,1.428,0.385
"MVMR-Robust",2,1e-04,1.234,0.105,1.028,1.441,0.413
"MVMR-Robust",2,1e-06,1.223,0.118,0.993,1.454,0.461
"MVMR-Robust",2,1e-08,1.221,0.125,0.975,1.467,0.492
"MVMR-cML",2,0.01,0.014,0.255,-0.487,0.514,1.001
"MVMR-cML",2,1e-04,-0.058,0.326,-0.696,0.581,1.277
"MVMR-cML",2,1e-06,0.014,0.287,-0.548,0.577,1.125
"MVMR-cML",2,1e-08,0.027,0.303,-0.566,0.62,1.186
"FLOW-MR",2,0.01,0.941,0.215,0.5,1.352,0.852
"FLOW-MR",2,1e-04,0.962,0.2,0.56,1.341,0.781
"FLOW-MR",2,1e-06,0.961,0.201,0.559,1.343,0.784
"FLOW-MR",2,1e-08,0.968,0.195,0.566,1.333,0.767
"MVMR-Horse",2,0.01,1.21,0.093,1.025,1.392,0.367
"MVMR-Horse",2,1e-04,1.211,0.098,1.022,1.408,0.386
"MVMR-Horse",2,1e-06,1.194,0.109,0.986,1.402,0.416
"MVMR-Horse",2,1e-08,1.186,0.116,0.957,1.412,0.455
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.331,0.087,1.161,1.502,0.341
"MVMR-IVW",2,1e-04,1.331,0.1,1.136,1.527,0.391
"MVMR-IVW",2,1e-06,1.33,0.108,1.119,1.541,0.422
"MVMR-IVW",2,1e-08,1.326,0.118,1.094,1.557,0.463
"GRAPPLE",2,0.01,1.236,0.204,0.837,1.635,0.798
"GRAPPLE",2,1e-04,1.177,0.223,0.741,1.613,0.872
"GRAPPLE",2,1e-06,1.219,0.218,0.792,1.646,0.854
"GRAPPLE",2,1e-08,1.213,0.221,0.78,1.647,0.867
"MVMR-Egger",2,0.01,1.221,0.121,0.984,1.458,0.474
"MVMR-Egger",2,1e-04,1.097,0.145,0.812,1.382,0.57
"MVMR-Egger",2,1e-06,1.104,0.164,0.783,1.425,0.642
"MVMR-Egger",2,1e-08,1.086,0.188,0.717,1.455,0.738
"MVMR-Robust",2,0.01,1.327,0.078,1.175,1.48,0.305
"MVMR-Robust",2,1e-04,1.324,0.084,1.159,1.489,0.33
"MVMR-Robust",2,1e-06,1.322,0.087,1.151,1.494,0.343
"MVMR-Robust",2,1e-08,1.308,0.093,1.124,1.491,0.367
"MVMR-cML",2,0.01,0.515,0.225,0.074,0.956,0.882
"MVMR-cML",2,1e-04,0.471,0.245,-0.009,0.951,0.96
"MVMR-cML",2,1e-06,0.446,0.273,-0.088,0.98,1.068
"MVMR-cML",2,1e-08,0.372,0.304,-0.223,0.968,1.191
"FLOW-MR",2,0.01,1.135,0.185,0.754,1.483,0.729
"FLOW-MR",2,1e-04,1.136,0.196,0.739,1.514,0.775
"FLOW-MR",2,1e-06,1.156,0.195,0.769,1.533,0.764
"FLOW-MR",2,1e-08,1.149,0.211,0.726,1.557,0.831
"MVMR-Horse",2,0.01,1.311,0.082,1.143,1.478,0.335
"MVMR-Horse",2,1e-04,1.306,0.089,1.129,1.48,0.351
"MVMR-Horse",2,1e-06,1.319,0.094,1.14,1.505,0.365
"MVMR-Horse",2,1e-08,1.298,0.101,1.101,1.499,0.398
"FLOW-MR-indirect",2,0.01,0,0,0,0,0
"FLOW-MR-indirect",2,1e-04,0,0,0,0,0
"FLOW-MR-indirect",2,1e-06,0,0,0,0,0
"FLOW-MR-indirect",2,1e-08,0,0,0,0,0
"MVMR-IVW",2,0.01,1.153,0.094,0.969,1.337,0.368
"MVMR-IVW",2,1e-04,1.168,0.106,0.959,1.376,0.417
"MVMR-IVW",2,1e-06,1.167,0.116,0.94,1.394,0.454
"MVMR-IVW",2,1e-08,1.116,0.13,0.861,1.371,0.51
"GRAPPLE",2,0.01,0.781,0.325,0.143,1.418,1.275
"GRAPPLE",2,1e-04,1.077,0.314,0.462,1.692,1.23
"GRAPPLE",2,1e-06,1.137,0.367,0.418,1.856,1.438
"GRAPPLE",2,1e-08,0.652,0.536,-0.399,1.703,2.102
"MVMR-Egger",2,0.01,1.135,0.126,0.889,1.382,0.493
"MVMR-Egger",2,1e-04,1.075,0.145,0.791,1.359,0.568
"MVMR-Egger",2,1e-06,1.02,0.165,0.697,1.344,0.647
