"Method","Trait","pval","estimate","se","lower","upper","length"
"MR-Robust","1","1e-08",0.618,0.048,0.524,0.712,0.188
"FLOW-MR","1","0.01",0.821,0.066,0.711,0.979,0.268
"FLOW-MR","1","1e-04",0.797,0.056,0.685,0.907,0.222
"FLOW-MR","1","1e-06",0.837,0.059,0.724,0.954,0.23
"FLOW-MR","1","1e-08",0.845,0.061,0.726,0.983,0.257
"MR-Horse","1","0.01",0.861,0.056,0.757,0.972,0.215
"MR-Horse","1","1e-04",0.895,0.057,0.798,1.025,0.227
"MR-Horse","1","1e-06",0.892,0.052,0.79,0.995,0.205
"MR-Horse","1","1e-08",0.918,0.058,0.81,1.041,0.231
"IVW","1","0.01",0.494,0.033,0.429,0.558,0.129
"IVW","1","1e-04",0.54,0.037,0.468,0.611,0.143
"IVW","1","1e-06",0.561,0.041,0.482,0.641,0.159
"IVW","1","1e-08",0.613,0.043,0.528,0.697,0.169
"GRAPPLE","1","0.01",0.879,0.061,0.76,0.999,0.239
"GRAPPLE","1","1e-04",0.883,0.062,0.761,1.005,0.244
"GRAPPLE","1","1e-06",0.849,0.064,0.722,0.975,0.253
"GRAPPLE","1","1e-08",0.889,0.066,0.76,1.018,0.258
"MR-Egger","1","0.01",0.506,0.051,0.406,0.606,0.2
"MR-Egger","1","1e-04",0.494,0.058,0.381,0.608,0.227
"MR-Egger","1","1e-06",0.509,0.065,0.381,0.637,0.256
"MR-Egger","1","1e-08",0.532,0.07,0.395,0.669,0.274
"MR-Robust","1","0.01",0.468,0.034,0.402,0.534,0.132
"MR-Robust","1","1e-04",0.519,0.034,0.452,0.586,0.134
"MR-Robust","1","1e-06",0.538,0.036,0.468,0.608,0.14
"MR-Robust","1","1e-08",0.585,0.035,0.517,0.653,0.136
"FLOW-MR","1","0.01",0.825,0.068,0.704,0.975,0.271
"FLOW-MR","1","1e-04",0.82,0.067,0.702,0.974,0.272
"FLOW-MR","1","1e-06",0.84,0.074,0.704,0.986,0.282
"FLOW-MR","1","1e-08",0.863,0.078,0.708,1.005,0.297
"MR-Horse","1","0.01",0.891,0.067,0.774,1.038,0.264
"MR-Horse","1","1e-04",0.918,0.067,0.792,1.055,0.263
"MR-Horse","1","1e-06",0.912,0.07,0.784,1.062,0.278
"MR-Horse","1","1e-08",0.934,0.074,0.804,1.088,0.284
"IVW","1","0.01",0.507,0.028,0.452,0.561,0.109
"IVW","1","1e-04",0.557,0.03,0.497,0.617,0.12
"IVW","1","1e-06",0.569,0.033,0.504,0.634,0.13
"IVW","1","1e-08",0.59,0.035,0.521,0.659,0.138
"GRAPPLE","1","0.01",0.839,0.05,0.742,0.937,0.195
"GRAPPLE","1","1e-04",0.869,0.051,0.769,0.97,0.201
"GRAPPLE","1","1e-06",0.81,0.05,0.711,0.908,0.197
"GRAPPLE","1","1e-08",0.804,0.052,0.702,0.905,0.203
"MR-Egger","1","0.01",0.542,0.044,0.456,0.629,0.173
"MR-Egger","1","1e-04",0.539,0.049,0.443,0.635,0.192
"MR-Egger","1","1e-06",0.535,0.056,0.425,0.645,0.22
"MR-Egger","1","1e-08",0.516,0.063,0.394,0.639,0.245
"MR-Robust","1","0.01",0.46,0.026,0.41,0.51,0.1
"MR-Robust","1","1e-04",0.514,0.028,0.46,0.569,0.109
"MR-Robust","1","1e-06",0.532,0.031,0.472,0.592,0.12
"MR-Robust","1","1e-08",0.557,0.033,0.491,0.622,0.131
"FLOW-MR","1","0.01",0.773,0.053,0.673,0.879,0.206
"FLOW-MR","1","1e-04",0.794,0.05,0.698,0.889,0.191
"FLOW-MR","1","1e-06",0.779,0.058,0.665,0.899,0.234
"FLOW-MR","1","1e-08",0.775,0.057,0.678,0.904,0.226
"MR-Horse","1","0.01",0.829,0.054,0.717,0.935,0.218
"MR-Horse","1","1e-04",0.845,0.049,0.759,0.951,0.192
"MR-Horse","1","1e-06",0.845,0.05,0.753,0.946,0.193
"MR-Horse","1","1e-08",0.845,0.051,0.741,0.947,0.206
"IVW","1","0.01",0.507,0.031,0.447,0.567,0.12
"IVW","1","1e-04",0.54,0.034,0.474,0.605,0.131
"IVW","1","1e-06",0.568,0.037,0.496,0.641,0.145
"IVW","1","1e-08",0.614,0.041,0.533,0.694,0.161
"GRAPPLE","1","0.01",0.864,0.051,0.765,0.964,0.199
"GRAPPLE","1","1e-04",0.833,0.05,0.735,0.931,0.196
"GRAPPLE","1","1e-06",0.822,0.051,0.721,0.923,0.202
"GRAPPLE","1","1e-08",0.861,0.054,0.755,0.967,0.212
"MR-Egger","1","0.01",0.502,0.047,0.409,0.594,0.185
"MR-Egger","1","1e-04",0.48,0.053,0.377,0.583,0.206
"MR-Egger","1","1e-06",0.463,0.058,0.349,0.577,0.228
"MR-Egger","1","1e-08",0.494,0.067,0.363,0.626,0.263
"MR-Robust","1","0.01",0.485,0.032,0.423,0.547,0.124
"MR-Robust","1","1e-04",0.524,0.033,0.459,0.588,0.129
"MR-Robust","1","1e-06",0.556,0.034,0.489,0.624,0.135
"MR-Robust","1","1e-08",0.605,0.034,0.537,0.672,0.135
"FLOW-MR","1","0.01",0.794,0.052,0.693,0.892,0.199
"FLOW-MR","1","1e-04",0.794,0.059,0.685,0.918,0.233
"FLOW-MR","1","1e-06",0.799,0.06,0.685,0.918,0.233
"FLOW-MR","1","1e-08",0.824,0.066,0.696,0.956,0.26
"MR-Horse","1","0.01",0.846,0.054,0.741,0.958,0.217
"MR-Horse","1","1e-04",0.835,0.052,0.739,0.942,0.203
"MR-Horse","1","1e-06",0.849,0.052,0.753,0.954,0.201
"MR-Horse","1","1e-08",0.883,0.059,0.782,1.012,0.23
"IVW","1","0.01",0.506,0.03,0.448,0.564,0.116
"IVW","1","1e-04",0.547,0.033,0.481,0.612,0.131
"IVW","1","1e-06",0.578,0.036,0.507,0.649,0.142
"IVW","1","1e-08",0.605,0.04,0.527,0.683,0.156
"GRAPPLE","1","0.01",0.908,0.058,0.795,1.021,0.226
"GRAPPLE","1","1e-04",0.921,0.059,0.805,1.037,0.232
"GRAPPLE","1","1e-06",0.898,0.059,0.783,1.013,0.23
"GRAPPLE","1","1e-08",0.904,0.062,0.782,1.026,0.244
"MR-Egger","1","0.01",0.45,0.047,0.359,0.541,0.182
"MR-Egger","1","1e-04",0.444,0.052,0.342,0.546,0.204
"MR-Egger","1","1e-06",0.432,0.058,0.319,0.546,0.227
"MR-Egger","1","1e-08",0.414,0.063,0.29,0.538,0.248
"MR-Robust","1","0.01",0.467,0.029,0.41,0.524,0.114
"MR-Robust","1","1e-04",0.518,0.035,0.45,0.587,0.137
"MR-Robust","1","1e-06",0.552,0.038,0.477,0.626,0.149
"MR-Robust","1","1e-08",0.589,0.044,0.503,0.675,0.172
"FLOW-MR","1","0.01",0.818,0.063,0.706,0.945,0.239
"FLOW-MR","1","1e-04",0.832,0.071,0.704,0.986,0.282
"FLOW-MR","1","1e-06",0.814,0.07,0.675,0.956,0.281
"FLOW-MR","1","1e-08",0.82,0.078,0.678,0.993,0.315
"MR-Horse","1","0.01",0.88,0.068,0.755,1.025,0.27
"MR-Horse","1","1e-04",0.893,0.061,0.771,1.023,0.252
"MR-Horse","1","1e-06",0.894,0.06,0.781,1.018,0.237
"MR-Horse","1","1e-08",0.916,0.065,0.794,1.054,0.26
"IVW","1","0.01",0.468,0.032,0.404,0.531,0.127
"IVW","1","1e-04",0.51,0.036,0.439,0.581,0.142
"IVW","1","1e-06",0.537,0.04,0.459,0.615,0.156
"IVW","1","1e-08",0.561,0.044,0.474,0.648,0.174
"GRAPPLE","1","0.01",0.789,0.053,0.685,0.892,0.207
"GRAPPLE","1","1e-04",0.779,0.054,0.673,0.884,0.211
"GRAPPLE","1","1e-06",0.767,0.055,0.658,0.875,0.217
"GRAPPLE","1","1e-08",0.775,0.061,0.657,0.894,0.237
"MR-Egger","1","0.01",0.471,0.052,0.369,0.572,0.203
"MR-Egger","1","1e-04",0.467,0.059,0.351,0.583,0.232
"MR-Egger","1","1e-06",0.449,0.066,0.319,0.578,0.259
"MR-Egger","1","1e-08",0.452,0.074,0.306,0.597,0.291
"MR-Robust","1","0.01",0.432,0.025,0.384,0.48,0.096
"MR-Robust","1","1e-04",0.476,0.027,0.424,0.528,0.104
"MR-Robust","1","1e-06",0.504,0.029,0.447,0.562,0.115
"MR-Robust","1","1e-08",0.531,0.033,0.467,0.595,0.128
"FLOW-MR","1","0.01",0.739,0.063,0.626,0.865,0.239
"FLOW-MR","1","1e-04",0.737,0.063,0.619,0.873,0.254
"FLOW-MR","1","1e-06",0.764,0.073,0.639,0.916,0.277
"FLOW-MR","1","1e-08",0.773,0.067,0.639,0.894,0.255
"MR-Horse","1","0.01",0.832,0.063,0.712,0.958,0.246
"MR-Horse","1","1e-04",0.836,0.059,0.718,0.949,0.231
"MR-Horse","1","1e-06",0.844,0.066,0.717,0.981,0.264
"MR-Horse","1","1e-08",0.874,0.076,0.742,1.038,0.296
"IVW","1","0.01",0.517,0.029,0.46,0.574,0.114
"IVW","1","1e-04",0.558,0.032,0.496,0.621,0.125
"IVW","1","1e-06",0.587,0.035,0.519,0.656,0.137
"IVW","1","1e-08",0.633,0.038,0.559,0.707,0.148
"GRAPPLE","1","0.01",0.872,0.052,0.77,0.973,0.203
"GRAPPLE","1","1e-04",0.875,0.052,0.772,0.977,0.205
"GRAPPLE","1","1e-06",0.872,0.053,0.767,0.977,0.21
"GRAPPLE","1","1e-08",0.9,0.056,0.79,1.011,0.221
"MR-Egger","1","0.01",0.474,0.047,0.383,0.566,0.183
"MR-Egger","1","1e-04",0.497,0.054,0.391,0.603,0.212
"MR-Egger","1","1e-06",0.502,0.061,0.381,0.622,0.241
"MR-Egger","1","1e-08",0.55,0.068,0.418,0.683,0.265
"MR-Robust","1","0.01",0.48,0.029,0.422,0.537,0.115
"MR-Robust","1","1e-04",0.523,0.029,0.466,0.581,0.115
"MR-Robust","1","1e-06",0.554,0.03,0.495,0.613,0.118
"MR-Robust","1","1e-08",0.593,0.03,0.535,0.652,0.117
"FLOW-MR","1","0.01",0.732,0.054,0.635,0.842,0.207
"FLOW-MR","1","1e-04",0.753,0.051,0.658,0.846,0.188
"FLOW-MR","1","1e-06",0.78,0.07,0.654,0.929,0.275
"FLOW-MR","1","1e-08",0.807,0.062,0.681,0.935,0.254
"MR-Horse","1","0.01",0.778,0.056,0.684,0.894,0.21
"MR-Horse","1","1e-04",0.824,0.062,0.72,0.957,0.237
"MR-Horse","1","1e-06",0.814,0.059,0.716,0.949,0.233
"MR-Horse","1","1e-08",0.872,0.068,0.744,1.007,0.263
"IVW","1","0.01",0.535,0.03,0.477,0.593,0.116
"IVW","1","1e-04",0.575,0.033,0.51,0.639,0.129
"IVW","1","1e-06",0.613,0.036,0.544,0.683,0.139
"IVW","1","1e-08",0.656,0.039,0.58,0.733,0.153
"GRAPPLE","1","0.01",0.921,0.057,0.808,1.033,0.225
"GRAPPLE","1","1e-04",0.93,0.059,0.815,1.045,0.23
"GRAPPLE","1","1e-06",0.929,0.059,0.813,1.044,0.231
"GRAPPLE","1","1e-08",0.956,0.063,0.832,1.079,0.247
"MR-Egger","1","0.01",0.491,0.048,0.397,0.586,0.189
"MR-Egger","1","1e-04",0.485,0.055,0.378,0.592,0.214
"MR-Egger","1","1e-06",0.491,0.06,0.374,0.608,0.234
"MR-Egger","1","1e-08",0.506,0.066,0.376,0.636,0.26
"MR-Robust","1","0.01",0.494,0.034,0.428,0.56,0.132
"MR-Robust","1","1e-04",0.541,0.037,0.468,0.613,0.145
"MR-Robust","1","1e-06",0.585,0.04,0.506,0.664,0.158
"MR-Robust","1","1e-08",0.636,0.046,0.546,0.726,0.18
"FLOW-MR","1","0.01",0.808,0.054,0.704,0.911,0.207
"FLOW-MR","1","1e-04",0.813,0.059,0.697,0.921,0.224
"FLOW-MR","1","1e-06",0.83,0.06,0.728,0.957,0.229
"FLOW-MR","1","1e-08",0.875,0.067,0.748,1.003,0.255
"MR-Horse","1","0.01",0.843,0.055,0.748,0.962,0.214
"MR-Horse","1","1e-04",0.886,0.058,0.79,1.022,0.232
"MR-Horse","1","1e-06",0.89,0.075,0.768,1.051,0.283
"MR-Horse","1","1e-08",0.925,0.065,0.798,1.052,0.254
"IVW","1","0.01",0.484,0.031,0.422,0.545,0.123
"IVW","1","1e-04",0.525,0.034,0.458,0.593,0.135
"IVW","1","1e-06",0.569,0.038,0.494,0.643,0.149
"IVW","1","1e-08",0.585,0.042,0.503,0.666,0.163
"GRAPPLE","1","0.01",0.833,0.056,0.723,0.944,0.221
"GRAPPLE","1","1e-04",0.816,0.056,0.708,0.925,0.217
"GRAPPLE","1","1e-06",0.847,0.059,0.731,0.963,0.232
"GRAPPLE","1","1e-08",0.811,0.06,0.693,0.929,0.236
"MR-Egger","1","0.01",0.409,0.05,0.312,0.506,0.194
"MR-Egger","1","1e-04",0.409,0.055,0.3,0.517,0.217
"MR-Egger","1","1e-06",0.418,0.06,0.3,0.537,0.237
"MR-Egger","1","1e-08",0.408,0.068,0.275,0.54,0.265
"MR-Robust","1","0.01",0.433,0.027,0.381,0.486,0.105
"MR-Robust","1","1e-04",0.476,0.029,0.419,0.533,0.114
"MR-Robust","1","1e-06",0.52,0.032,0.457,0.583,0.126
"MR-Robust","1","1e-08",0.538,0.035,0.469,0.607,0.138
"FLOW-MR","1","0.01",0.746,0.055,0.642,0.866,0.224
"FLOW-MR","1","1e-04",0.757,0.062,0.652,0.895,0.243
"FLOW-MR","1","1e-06",0.781,0.071,0.649,0.929,0.28
"FLOW-MR","1","1e-08",0.784,0.07,0.652,0.915,0.263
"MR-Horse","1","0.01",0.805,0.053,0.708,0.917,0.209
"MR-Horse","1","1e-04",0.814,0.061,0.704,0.938,0.234
"MR-Horse","1","1e-06",0.852,0.066,0.734,0.986,0.252
"MR-Horse","1","1e-08",0.849,0.064,0.728,0.981,0.253
"IVW","1","0.01",0.47,0.028,0.416,0.525,0.109
"IVW","1","1e-04",0.523,0.031,0.463,0.583,0.12
"IVW","1","1e-06",0.558,0.033,0.493,0.623,0.13
"IVW","1","1e-08",0.594,0.035,0.526,0.663,0.137
"GRAPPLE","1","0.01",0.745,0.046,0.656,0.835,0.179
"GRAPPLE","1","1e-04",0.785,0.048,0.691,0.878,0.187
"GRAPPLE","1","1e-06",0.796,0.049,0.7,0.892,0.192
"GRAPPLE","1","1e-08",0.829,0.05,0.73,0.927,0.197
"MR-Egger","1","0.01",0.477,0.045,0.388,0.566,0.178
"MR-Egger","1","1e-04",0.505,0.052,0.403,0.606,0.203
"MR-Egger","1","1e-06",0.51,0.057,0.398,0.623,0.225
"MR-Egger","1","1e-08",0.491,0.061,0.373,0.61,0.237
"MR-Robust","1","0.01",0.436,0.03,0.378,0.494,0.116
"MR-Robust","1","1e-04",0.494,0.03,0.435,0.554,0.119
"MR-Robust","1","1e-06",0.533,0.033,0.468,0.598,0.13
"MR-Robust","1","1e-08",0.573,0.035,0.504,0.643,0.139
"FLOW-MR","1","0.01",0.742,0.063,0.622,0.864,0.242
"FLOW-MR","1","1e-04",0.764,0.056,0.662,0.883,0.221
"FLOW-MR","1","1e-06",0.76,0.049,0.655,0.855,0.2
"FLOW-MR","1","1e-08",0.786,0.061,0.676,0.905,0.229
"MR-Horse","1","0.01",0.783,0.051,0.696,0.898,0.202
"MR-Horse","1","1e-04",0.808,0.053,0.708,0.92,0.212
"MR-Horse","1","1e-06",0.82,0.052,0.72,0.922,0.202
"MR-Horse","1","1e-08",0.839,0.051,0.744,0.947,0.203
"IVW","1","0.01",0.486,0.035,0.416,0.555,0.139
"IVW","1","1e-04",0.52,0.04,0.442,0.599,0.157
"IVW","1","1e-06",0.549,0.045,0.461,0.637,0.176
"IVW","1","1e-08",0.58,0.049,0.483,0.676,0.193
"GRAPPLE","1","0.01",0.915,0.068,0.781,1.049,0.268
"GRAPPLE","1","1e-04",0.882,0.07,0.745,1.018,0.273
"GRAPPLE","1","1e-06",0.873,0.073,0.729,1.016,0.287
"GRAPPLE","1","1e-08",0.879,0.077,0.728,1.031,0.303
"MR-Egger","1","0.01",0.413,0.057,0.301,0.525,0.224
"MR-Egger","1","1e-04",0.39,0.066,0.261,0.52,0.259
"MR-Egger","1","1e-06",0.367,0.076,0.218,0.516,0.298
"MR-Egger","1","1e-08",0.351,0.085,0.185,0.517,0.332
"MR-Robust","1","0.01",0.445,0.03,0.386,0.505,0.119
"MR-Robust","1","1e-04",0.485,0.034,0.418,0.552,0.134
"MR-Robust","1","1e-06",0.516,0.037,0.442,0.589,0.147
"MR-Robust","1","1e-08",0.548,0.041,0.467,0.629,0.162
"FLOW-MR","1","0.01",0.778,0.069,0.66,0.924,0.264
"FLOW-MR","1","1e-04",0.793,0.067,0.67,0.932,0.262
"FLOW-MR","1","1e-06",0.826,0.092,0.638,0.975,0.337
"FLOW-MR","1","1e-08",0.862,0.094,0.701,1.065,0.364
"MR-Horse","1","0.01",0.829,0.065,0.709,0.959,0.25
"MR-Horse","1","1e-04",0.882,0.083,0.737,1.048,0.311
"MR-Horse","1","1e-06",0.87,0.072,0.742,1.021,0.279
"MR-Horse","1","1e-08",0.884,0.087,0.735,1.074,0.339
"IVW","1","0.01",0.461,0.029,0.404,0.518,0.114
"IVW","1","1e-04",0.509,0.032,0.446,0.573,0.127
"IVW","1","1e-06",0.543,0.035,0.474,0.612,0.138
"IVW","1","1e-08",0.561,0.038,0.486,0.637,0.151
"GRAPPLE","1","0.01",0.736,0.048,0.642,0.831,0.189
"GRAPPLE","1","1e-04",0.772,0.051,0.672,0.872,0.2
"GRAPPLE","1","1e-06",0.788,0.053,0.684,0.891,0.207
"GRAPPLE","1","1e-08",0.788,0.056,0.679,0.897,0.218
"MR-Egger","1","0.01",0.456,0.046,0.365,0.547,0.182
"MR-Egger","1","1e-04",0.466,0.052,0.363,0.568,0.205
"MR-Egger","1","1e-06",0.451,0.056,0.34,0.561,0.221
"MR-Egger","1","1e-08",0.447,0.062,0.326,0.569,0.243
"MR-Robust","1","0.01",0.422,0.029,0.365,0.479,0.114
"MR-Robust","1","1e-04",0.475,0.032,0.413,0.537,0.124
"MR-Robust","1","1e-06",0.512,0.035,0.444,0.581,0.137
"MR-Robust","1","1e-08",0.534,0.039,0.458,0.61,0.152
"FLOW-MR","1","0.01",0.7,0.048,0.61,0.803,0.193
"FLOW-MR","1","1e-04",0.721,0.052,0.621,0.83,0.209
"FLOW-MR","1","1e-06",0.749,0.055,0.644,0.868,0.224
"FLOW-MR","1","1e-08",0.737,0.057,0.627,0.852,0.225
"MR-Horse","1","0.01",0.766,0.053,0.67,0.874,0.204
"MR-Horse","1","1e-04",0.796,0.054,0.693,0.904,0.211
"MR-Horse","1","1e-06",0.813,0.061,0.713,0.955,0.242
"MR-Horse","1","1e-08",0.818,0.059,0.718,0.946,0.228
"IVW","1","0.01",0.529,0.031,0.468,0.591,0.123
"IVW","1","1e-04",0.551,0.035,0.482,0.619,0.137
"IVW","1","1e-06",0.592,0.038,0.517,0.667,0.15
"IVW","1","1e-08",0.638,0.042,0.556,0.719,0.163
"GRAPPLE","1","0.01",0.957,0.064,0.833,1.082,0.249
"GRAPPLE","1","1e-04",0.922,0.062,0.8,1.044,0.244
"GRAPPLE","1","1e-06",0.936,0.064,0.81,1.061,0.251
"GRAPPLE","1","1e-08",0.979,0.067,0.847,1.11,0.263
"MR-Egger","1","0.01",0.535,0.048,0.44,0.63,0.19
"MR-Egger","1","1e-04",0.514,0.057,0.403,0.626,0.223
"MR-Egger","1","1e-06",0.521,0.063,0.398,0.645,0.247
"MR-Egger","1","1e-08",0.54,0.071,0.401,0.679,0.278
"MR-Robust","1","0.01",0.492,0.028,0.437,0.546,0.109
"MR-Robust","1","1e-04",0.518,0.029,0.461,0.576,0.115
"MR-Robust","1","1e-06",0.561,0.03,0.502,0.62,0.118
"MR-Robust","1","1e-08",0.607,0.031,0.546,0.668,0.122
"FLOW-MR","1","0.01",0.845,0.066,0.729,0.988,0.259
"FLOW-MR","1","1e-04",0.841,0.078,0.715,1.015,0.3
"FLOW-MR","1","1e-06",0.866,0.063,0.756,0.999,0.243
"FLOW-MR","1","1e-08",0.897,0.076,0.778,1.061,0.283
"MR-Horse","1","0.01",0.893,0.075,0.754,1.046,0.292
"MR-Horse","1","1e-04",0.897,0.075,0.751,1.057,0.306
"MR-Horse","1","1e-06",0.959,0.066,0.823,1.086,0.263
"MR-Horse","1","1e-08",0.97,0.066,0.847,1.109,0.262
"IVW","1","0.01",0.489,0.03,0.43,0.548,0.118
"IVW","1","1e-04",0.533,0.033,0.467,0.599,0.132
"IVW","1","1e-06",0.569,0.037,0.496,0.642,0.146
"IVW","1","1e-08",0.585,0.041,0.506,0.665,0.159
"GRAPPLE","1","0.01",0.827,0.051,0.726,0.928,0.202
"GRAPPLE","1","1e-04",0.835,0.052,0.732,0.938,0.206
"GRAPPLE","1","1e-06",0.844,0.055,0.735,0.952,0.217
"GRAPPLE","1","1e-08",0.823,0.056,0.712,0.933,0.221
"MR-Egger","1","0.01",0.525,0.048,0.43,0.62,0.19
"MR-Egger","1","1e-04",0.518,0.055,0.411,0.626,0.215
"MR-Egger","1","1e-06",0.547,0.062,0.425,0.668,0.243
"MR-Egger","1","1e-08",0.525,0.069,0.388,0.661,0.273
"MR-Robust","1","0.01",0.459,0.03,0.4,0.518,0.118
"MR-Robust","1","1e-04",0.509,0.033,0.445,0.574,0.129
"MR-Robust","1","1e-06",0.548,0.036,0.478,0.618,0.14
"MR-Robust","1","1e-08",0.566,0.039,0.491,0.642,0.151
"FLOW-MR","1","0.01",0.759,0.057,0.652,0.878,0.226
"FLOW-MR","1","1e-04",0.769,0.058,0.661,0.895,0.234
"FLOW-MR","1","1e-06",0.806,0.065,0.675,0.931,0.256
"FLOW-MR","1","1e-08",0.795,0.06,0.686,0.922,0.236
"MR-Horse","1","0.01",0.826,0.053,0.73,0.941,0.211
"MR-Horse","1","1e-04",0.844,0.059,0.737,0.967,0.23
"MR-Horse","1","1e-06",0.857,0.061,0.743,0.98,0.237
"MR-Horse","1","1e-08",0.851,0.059,0.744,0.975,0.231
"IVW","1","0.01",0.516,0.032,0.453,0.578,0.125
"IVW","1","1e-04",0.573,0.035,0.504,0.643,0.139
"IVW","1","1e-06",0.606,0.039,0.53,0.681,0.151
"IVW","1","1e-08",0.625,0.042,0.542,0.708,0.166
"GRAPPLE","1","0.01",0.985,0.067,0.853,1.117,0.264
"GRAPPLE","1","1e-04",0.991,0.067,0.859,1.123,0.264
"GRAPPLE","1","1e-06",0.983,0.068,0.851,1.116,0.265
"GRAPPLE","1","1e-08",0.956,0.069,0.821,1.091,0.27
"MR-Egger","1","0.01",0.554,0.05,0.457,0.651,0.194
"MR-Egger","1","1e-04",0.583,0.056,0.474,0.692,0.218
"MR-Egger","1","1e-06",0.576,0.061,0.458,0.695,0.237
"MR-Egger","1","1e-08",0.567,0.067,0.437,0.698,0.261
"MR-Robust","1","0.01",0.479,0.032,0.417,0.541,0.124
"MR-Robust","1","1e-04",0.541,0.032,0.477,0.604,0.127
"MR-Robust","1","1e-06",0.577,0.035,0.507,0.646,0.139
"MR-Robust","1","1e-08",0.601,0.039,0.524,0.677,0.153
"FLOW-MR","1","0.01",0.854,0.076,0.72,1.028,0.308
"FLOW-MR","1","1e-04",0.859,0.066,0.734,0.996,0.262
"FLOW-MR","1","1e-06",0.896,0.069,0.775,1.041,0.266
"FLOW-MR","1","1e-08",0.868,0.071,0.735,1.019,0.284
"MR-Horse","1","0.01",0.929,0.081,0.79,1.102,0.312
"MR-Horse","1","1e-04",0.935,0.068,0.806,1.076,0.27
"MR-Horse","1","1e-06",0.944,0.076,0.806,1.094,0.288
"MR-Horse","1","1e-08",0.936,0.07,0.815,1.094,0.279
"IVW","1","0.01",0.475,0.031,0.415,0.535,0.12
"IVW","1","1e-04",0.523,0.034,0.456,0.59,0.134
"IVW","1","1e-06",0.561,0.038,0.486,0.635,0.149
"IVW","1","1e-08",0.588,0.042,0.507,0.67,0.163
"GRAPPLE","1","0.01",0.8,0.055,0.693,0.908,0.215
"GRAPPLE","1","1e-04",0.827,0.058,0.714,0.94,0.226
"GRAPPLE","1","1e-06",0.849,0.061,0.729,0.969,0.24
"GRAPPLE","1","1e-08",0.853,0.064,0.727,0.979,0.252
"MR-Egger","1","0.01",0.533,0.049,0.437,0.628,0.191
"MR-Egger","1","1e-04",0.565,0.055,0.456,0.673,0.217
"MR-Egger","1","1e-06",0.578,0.062,0.457,0.699,0.242
"MR-Egger","1","1e-08",0.588,0.068,0.455,0.721,0.266
"MR-Robust","1","0.01",0.432,0.029,0.375,0.49,0.115
"MR-Robust","1","1e-04",0.486,0.032,0.424,0.548,0.124
"MR-Robust","1","1e-06",0.531,0.036,0.461,0.601,0.14
"MR-Robust","1","1e-08",0.565,0.039,0.487,0.642,0.155
"FLOW-MR","1","0.01",0.787,0.068,0.652,0.921,0.269
"FLOW-MR","1","1e-04",0.77,0.069,0.637,0.909,0.272
"FLOW-MR","1","1e-06",0.817,0.065,0.692,0.955,0.263
"FLOW-MR","1","1e-08",0.832,0.068,0.703,0.962,0.259
"MR-Horse","1","0.01",0.854,0.068,0.735,0.995,0.26
"MR-Horse","1","1e-04",0.892,0.072,0.765,1.04,0.275
"MR-Horse","1","1e-06",0.931,0.064,0.808,1.06,0.252
"MR-Horse","1","1e-08",0.943,0.075,0.806,1.103,0.297
"IVW","1","0.01",0.471,0.028,0.417,0.526,0.109
"IVW","1","1e-04",0.5,0.031,0.44,0.561,0.121
"IVW","1","1e-06",0.551,0.034,0.485,0.617,0.132
"IVW","1","1e-08",0.588,0.037,0.516,0.66,0.144
"GRAPPLE","1","0.01",0.774,0.048,0.68,0.868,0.188
"GRAPPLE","1","1e-04",0.769,0.05,0.672,0.866,0.194
"GRAPPLE","1","1e-06",0.806,0.052,0.705,0.907,0.202
"GRAPPLE","1","1e-08",0.826,0.054,0.721,0.932,0.211
"MR-Egger","1","0.01",0.478,0.044,0.392,0.565,0.173
"MR-Egger","1","1e-04",0.467,0.05,0.369,0.565,0.196
"MR-Egger","1","1e-06",0.484,0.056,0.374,0.593,0.219
"MR-Egger","1","1e-08",0.514,0.062,0.392,0.636,0.244
"MR-Robust","1","0.01",0.443,0.03,0.383,0.503,0.12
"MR-Robust","1","1e-04",0.478,0.033,0.413,0.542,0.129
"MR-Robust","1","1e-06",0.53,0.032,0.466,0.593,0.127
"MR-Robust","1","1e-08",0.571,0.033,0.506,0.635,0.129
"FLOW-MR","1","0.01",0.717,0.061,0.608,0.845,0.237
"FLOW-MR","1","1e-04",0.696,0.067,0.588,0.856,0.268
"FLOW-MR","1","1e-06",0.774,0.065,0.656,0.906,0.25
"FLOW-MR","1","1e-08",0.777,0.061,0.668,0.899,0.231
"MR-Horse","1","0.01",0.745,0.048,0.658,0.845,0.187
"MR-Horse","1","1e-04",0.761,0.054,0.67,0.879,0.209
"MR-Horse","1","1e-06",0.811,0.059,0.704,0.934,0.23
"MR-Horse","1","1e-08",0.84,0.065,0.725,0.972,0.247
"IVW","1","0.01",0.483,0.028,0.427,0.538,0.111
"IVW","1","1e-04",0.535,0.031,0.474,0.596,0.122
"IVW","1","1e-06",0.58,0.034,0.513,0.648,0.135
"IVW","1","1e-08",0.597,0.037,0.523,0.67,0.147
"GRAPPLE","1","0.01",0.796,0.048,0.701,0.891,0.19
"GRAPPLE","1","1e-04",0.821,0.05,0.723,0.919,0.196
"GRAPPLE","1","1e-06",0.858,0.053,0.753,0.962,0.209
"GRAPPLE","1","1e-08",0.836,0.055,0.73,0.943,0.213
"MR-Egger","1","0.01",0.486,0.044,0.399,0.572,0.173
"MR-Egger","1","1e-04",0.496,0.051,0.397,0.596,0.199
"MR-Egger","1","1e-06",0.527,0.057,0.416,0.639,0.223
